timestamp,fila_tamanho,detectados_total,movidos_total,ignorados_total,detectados_por_intervalo,movidos_por_intervalo,ignorados_por_intervalo
2026-03-01T15:23:53.940643,0,2,0,2,1,0,1
2026-03-01T15:23:57.967905,0,2,0,2,0,0,0
2026-03-01T15:24:01.999337,0,2,0,2,0,0,0
2026-03-01T15:24:06.065268,0,2,0,2,0,0,0
2026-03-01T15:24:10.109355,0,2,0,2,0,0,0
2026-03-01T15:24:14.139390,0,2,0,2,0,0,0
2026-03-01T15:24:18.171078,0,2,0,2,0,0,0
2026-03-01T15:24:22.187576,0,2,0,2,0,0,0
2026-03-01T15:24:26.218487,0,2,0,2,0,0,0
2026-03-01T22:37:19.811502,0,0,0,0,0,0,0
2026-03-01T22:37:23.844738,0,0,0,0,0,0,0
2026-03-01T22:37:27.862473,0,0,0,0,0,0,0
2026-03-01T22:37:31.896628,0,2,0,2,2,0,2
2026-03-01T22:37:35.906727,0,2,0,2,0,0,0
2026-03-01T22:37:39.923163,0,2,0,2,0,0,0
2026-03-01T22:37:43.954526,0,2,0,2,0,0,0
2026-03-01T22:37:47.982740,0,2,0,2,0,0,0
2026-03-01T22:37:52.005540,0,2,0,2,0,0,0
2026-03-01T22:37:59.250743,0,2,0,2,0,0,0
2026-03-01T22:38:03.270935,0,2,0,2,0,0,0
2026-03-01T22:38:07.268283,0,2,0,2,0,0,0
2026-03-01T22:38:11.291234,0,2,0,2,0,0,0
2026-03-01T22:38:15.301685,0,2,0,2,0,0,0
2026-03-01T22:38:19.315879,0,2,0,2,0,0,0
2026-03-01T22:38:23.345092,0,2,0,2,0,0,0
2026-03-01T22:38:27.362656,0,2,0,2,0,0,0
2026-03-01T22:38:31.390844,0,2,0,2,0,0,0
2026-03-01T22:38:35.409854,0,2,0,2,0,0,0
2026-03-01T22:38:39.433812,0,2,0,2,0,0,0
2026-03-01T22:38:43.441741,0,2,0,2,0,0,0
2026-03-01T22:38:47.452897,0,2,0,2,0,0,0
2026-03-01T22:38:51.462642,0,2,0,2,0,0,0
2026-03-01T22:38:55.485827,0,2,0,2,0,0,0
2026-03-01T22:38:59.495683,0,2,0,2,0,0,0
2026-03-01T22:39:03.518614,0,2,0,2,0,0,0
2026-03-01T22:39:07.548238,0,2,0,2,0,0,0
2026-03-01T22:39:11.577262,0,2,0,2,0,0,0
2026-03-01T22:39:15.609506,0,2,0,2,0,0,0
2026-03-01T22:39:19.641021,0,2,0,2,0,0,0
2026-03-01T22:39:23.672528,0,2,0,2,0,0,0
2026-03-01T22:39:27.703626,0,2,0,2,0,0,0
2026-03-01T22:39:31.718777,0,2,0,2,0,0,0
2026-03-01T22:39:35.750235,0,2,0,2,0,0,0
2026-03-01T22:39:39.781024,0,2,0,2,0,0,0
